id,title,region,full_address,email,phone,about
287,Circo,Southwest,"19102 Q St, Omaha, NE 68135",circoomaha@gmail.com,(402) 884-9009,"Using a contemporary and innovative approach, we draw inspiration from various culinary traditions and incorporate the personal style of our Executive Chef, Dave Smyrk. Celebrating the diversity of American food culture, Dave blends traditional techniques with modern twists to showcase his vision. With thoughtful curation, we constantly create new menu offerings from food, wine, craft cocktails and local beer to provide a dynamic and ever-evolving fine dining experience."
288,Clean Slate Food Co,Downtown / Old Market,"1233 Millwork Ave, Omaha, NE 68102",info@cleanslatefoodco.com,(402) 276-5107,"Fresh, wholesome meals available at the light-filled cafe or for grab and go. Vegan and gluten-free options available."
289,Clio,Downtown / Old Market,"1202 Howard St, Omaha, NE 68102",hello@xoxoclio.com,(402) 671-0098,"A journey across the Atlantic set in the center of Omaha's Old Market, Clio serves as a Mediterranean muse, a gathering place that combines worldly offerings of wine and mezze with the cozy feeling of sharing really good food with people."
290,Coldstone Creamery - Aksarben Village,Central,"2110 S 67th St, Omaha, NE 68106",,(531) 466-7619,"Escape for a delicious sweet treat ranging from gourmet ice cream, fresh cakes, and tasty smoothies made with the best ingredients. Located in Aksarben Village."
291,Coldstone Creamery - La Vista,South of Metro,"12746 Westport Pkwy, La Vista, NE 68138",coldstonemarketingomaha@gmail.com,(402) 905-2897,"Escape for a delicious sweet treat ranging from gourmet ice cream, fresh cakes, and tasty smoothies made with the best ingredients. Located in La Vista."
292,Coldstone Creamery - Midtown Crossing,Midtown,"3220 Farnam St Suite 2107, Omaha, NE 68131",coldstonemarketingomaha@gmail.com,(402) 359-1719,"Escape for a delicious sweet treat ranging from gourmet ice cream, fresh cakes, and tasty smoothies made with the best ingredients. Located in Midtown Crossing."
293,Coldstone Creamery - Northwest,Northwest,"2055 N 120th St, Omaha, NE 68164",coldstonemarketingomaha@gmail.com,(402) 502-2775,"Escape for a delicious sweet treat ranging from gourmet ice cream, fresh cakes, and tasty smoothies made with the best ingredients."
294,Coneflower Creamery,Midtown,"3921 Farnam St, Omaha, NE 68131",,(402) 913-2399,"Coneflower Creamery makes artisanal ice cream and cold treats from locally sourced milk, cream and fruit. We dare you to stop after one scoop."
295,Coneflower Creamery,Midtown,"1241 Millwork Ave, Omaha, NE 68102",,(402) 913-2399,"Now with a second location at Millwork Commons, Coneflower Creamery makes artisanal ice cream and cold treats from locally sourced milk, cream and fruit. We dare you to stop after one scoop."
296,Coneflower Creamery - Millwork Commons,Downtown / Old Market,"Ashton Building, 1241 Millwork Ave, Omaha, NE 68102",brian@coneflowercreamery.com,,"Now with a second location at Millwork Commons, Coneflower Creamery makes artisanal ice cream and cold treats from locally sourced milk, cream and fruit. We dare you to stop after one scoop."
297,COPAL,Northwest,"3623 N 129th St, Omaha, NE 68164",,(531) 466-7824,"Traditional Mexican flavors are combined with a modern culinary touch at Copal Omaha. Try a salsa flight, sizzling fajitas or their three day house made mole alongside a massive infused margarita."
298,Copps Pizza Company,Central,"7204 Jones St, Omaha, NE 68114",kjcopp@coppspizza.com,(402) 322-2219,"Home of the Cream Cheese Pizza! Serving up pizza, wings, appetizers and more."
299,Corkscrew Wine & Cheese,Southwest,"10924 Prairie Brook Rd, Omaha, NE 68144",corey@corkscrewwineandcheese.com,(402) 991-2927,"Sit back, relax and wine down at Corkscrew Wine & Cheese. At this wine bar/wine shop hybrid, guests enjoy a serene atmosphere while choosing from 700 different wines. There is a wine for every budget. A full menu offers a variety of dishes to complement your vino choice."
300,Corkscrew Wine & Cheese in Blackstone,Midtown,"3908 Farnam St, Omaha, NE 68131",jessica@corkscrewwineandcheese.com,(402) 933-3150,"In the heart of Omaha's Blackstone District, Corkscrew Wine & Cheese offers guests a relaxed atmosphere with a variety of food and beverage options. Spend a warm afternoon on the patio or cold night inside laughing with friends. There's a bottle for every budget. Cheers!"
301,Corner Kitchen,South Omaha,"4218 S 50th St, Omaha, NE 68117",corner402@icloud.com,(531) 213-2489,A casual neighborhood restaurant serving Mexican street food with global influences like tacos and handhelds like burritos and fries. Serves Saturday brunch 11am-2pm.
302,Corner Tap Omaha,Northwest,"940 N 204th Ave Suite 210, Elkhorn, NE 68022",,(531) 213-2999,"Stop in to shop our large selection of local and national craft beers. Sit back and have a cold one or enjoy a craft cocktail. ""Regular"" beers also available - feel free to bring your own grub!"
303,Corvette Cafe,Northwest,"17750 Burt St, Omaha, NE 68118",,(402) 763-8130,"Rev your engines for a unique dining experience in Omaha. Authentic Mexican cuisine and classic American dishes race to your plate. Whether you're craving a hearty burrito or a stack of fluffy pancakes, the extensive menu has what you're craving."
304,Countryside Cones,Southwest,"8721 Countryside Plz, Omaha, NE 68114",hello@countrysidecones.com,(531) 721-2443,"Countryside Cones menu is simple, but nonetheless delicious. Their premium frozen custard is made fresh daily in house using 100% all-natural dairy bases and ingredients. They have dairy-free and vegan options to choose from as well."
305,Crisp & Green,Northwest,"225 N 80th St, Omaha, NE 68114",omahadodge@crispandgreen.com,(402) 734-1500,"Eating well while traveling is made easy thanks to this healthy, made from scratch, fast casual restaurant specializing in salads, grain bowls, and smoothies."
306,Cruisers Bar & Grill,Southwest,"8634 F St, Omaha, NE 68127",,(402) 614-7445,Cruisers Bar & Grill is Omaha's hot spot for the car enthusiast. Enjoy a great meal in a cool atmosphere.
307,CTRL Coffee & Cereal Bar,South Omaha,"1016 S 10th St Suite 100, Omaha, NE 68108",,,"With build-your-own cereal bowls and '90s video games, every day feels like Saturday morning at CTRL Coffee & Cereal Bar. Enjoy cereal concoctions, cereal milk lattes, iced coffee, and more in this vibrant Little Italy shop complete with an outdoor patio."
308,Cup and Cone,Northwest,"15420 S 2nd St, Bennington, NE 68007",,(531) 466-4339,"As proud members of the Bennington community, the Tkaczuk family wanted to create a gathering place. Opening a coffee and ice cream shop has been their dream. Cup & Cone is family-run, community-driven, and ready to serve happiness to all."
309,Cupcake! Omaha - Dundee,Central,"107 N 50th St, Omaha, NE 68132",,(402) 281-7403,"Enjoy cupcakes baked daily on-site, promising you a fresh, delicious cupcake any time you stop in."
310,Curri Fine Indian Cuisine,Southwest,"1028 S 74th Plz, Omaha, NE 68114",currirestaurant@gmail.com,(402) 614-0009,"Curri Restaurant proudly serves authentic, Indian cuisine that is classically prepared with a unique blend of herbs and spices."
311,Curry in a Hurry,Central,"8303 Maple St, Omaha, NE 68134",curryinahurryna@gmail.com,(531) 999-3359,Curry in a Hurry is the first Indian drive-thru in Omaha. Offering up tasty curry bowls with vegan and vegetarian options.
312,Dairy Chef,Northwest,"3223 N 204th St, Elkhorn, NE 68022",,(402) 289-4414,"Home of the ""tower cone,"" Dairy Chef is a must-have for Omaha visitors. You'll taste the difference with their high-quality real soft-serve ice cream, from-scratch ice cream sandwiches in a variety of flavors, hand pressed burgers and fresh cut fries."
313,Darby's Tavern,South Omaha,"6503 Sunshine Dr, Omaha, NE 68107",,(402) 733-9696,"A South Omaha tradition, Darby's Tavern is a neighborhood bar serving up cold brews, homemade dishes, and some of the best wings around."
314,Dave's Cakes of Omaha,Southwest,"14236 U St, Omaha, NE 68137",,(531) 466-3594,"Dave's Cakes of Omaha is in the business of making memories. Baker Dave Barry tailors stunning, creative designs just for you. Each sweet, soft bite is better than the last."
315,Deviled Egg Co.,Southwest,"18111 Q St #102, Omaha, NE 68135",deviledeggco@gmail.com,(531) 213-2946,"Gourmet deviled eggs and cocktails come together here. The egg-citing menu features flights, gluten free, dairy free and keto options. Stick around for a cocktail or wine and charcuterie."
316,Dining Room at Highlander,North Omaha,"2112 N 30th St Suite 201, Omaha, NE 68111",,,"The Dining Room is a food hub inside the Highlander Accelerator that is home to three African-American owned businesses serving up soul food, burgers and drinks. Big Mama’s Kitchen, a television culinary staple, is famous for their fried chicken and sweet potato pie ice cream. Next door, Best Burger. serves buildable beef, chicken or vegan burgers with a tasty variety of fries options while Dena's Place serves up tasty drinks from their full bar."
317,Dire Lion Grille & Chippy,Default Region,"Check Facebook and Twitter for locations, Various Locations, Omaha, NE 68102",direlionomaha@gmail.com,,"The Dire Lion Chippy & Grill is serving up their take on London pub classics. From fish and chips, bangers and mash and even scotch eggs; you can get a piece of the UK in Omaha. The truck's location rotates weekly and is updated on their website."
318,Dirty Birds,Downtown / Old Market,"1722 St Marys Ave, Omaha, NE 68102",matthew.moseley@icloud.com,(402) 298-3307,"Located in the historic Flatiron building in downtown Omaha, Dirty Birds serves up delectable chicken sandwiches and combo buckets alongside atypical sides and indulgent desserts."
319,DJ's Dugout - Aksarben,Central,"2102 S 67th St, Omaha, NE 68106",,(402) 933-3533,"DJ's Dugout is Omaha's home for sports, food, and fun – the ultimate sports bar experience. Each location has over 50 HDTV's and projector screens to capture all the action. To go along with ice-cold beer, DJ's cooks up award-winning steaks, wings, burgers, nachos, and much more along with nightly food and drink specials."
320,DJ's Dugout - Bellevue,South of Metro,"10308 S 23rd St, Bellevue, NE 68123",dj@djsdugout.com,(402) 292-9096,"DJ's Dugout is Omaha's home for sports, food, and fun – the ultimate sports bar experience. Each location has over 50 HDTV's and projector screens to capture all the action. To go along with ice-cold beer, DJ's cooks up award-winning steaks, wings, burgers, nachos, and much more along with nightly food and drink specials."
321,DJ's Dugout - Millard,Southwest,"17666 Welch Plz, Omaha, NE 68135",dj@djsdugout.com,(402) 933-8844,"DJ's Dugout is Omaha's home for sports, food, and fun – the ultimate sports bar experience. Each location has over 50 HDTV's and projector screens to capture all the action. To go along with ice-cold beer, DJ's cooks up award-winning steaks, wings, burgers, nachos, and much more along with nightly food and drink specials."
322,DJ's Dugout - Miracle Hills,Northwest,"2102 S 67 St, Omaha, NE 68106",,(402) 933-3533,"DJ's Dugout is Omaha's home for sports, food, and fun – the ultimate sports bar experience. Each location has over 50 HDTV's and projector screens to capture all the action. To go along with ice-cold beer, DJ's cooks up award-winning steaks, wings, burgers, nachos, and much more along with nightly food and drink specials."
323,Dolce Cafe,Northwest,"12317 W Maple Rd, Omaha, NE 68164",dolcecafeomaha@gmail.com,(402) 964-2212,"Make every night a date night at Dolce. With delicious American cuisine and creative dishes almost too beautiful to eat, Dolce takes diners on a unique culinary journey."
324,Dolomiti Pizzeria & Enoteca,Downtown / Old Market,"1105 North 13th St, Omaha, NE 68102",info@pizzadolomiti.com,(531) 375&#8211;5111,"Located in Millwork Commons, Dolomiti features wood-fired sourdough pizza with a northern Italian influence. A variety of appetizers, salads and desserts are also on the menu. The restaurant is open for lunch and dinner."
325,Don Carmelo's Pizzeria - Elkhorn,Northwest,"1024 N 204th Ave, Elkhorn, NE 68022",pizzaman@doncarmelos.com,(402) 289-9800,Omaha's finest New York style-pizzeria serving authentic Italian dishes since 1958.
326,Don Carmelo's Pizzeria - Rockbrook,Southwest,"10821 Prairie Brook Rd, Omaha, NE 68144",pizzaman@doncarmelos.com,(402) 933-3190,Omaha's finest New York style-pizzeria serving authentic Italian dishes since 1958.
327,Donohue's Pub,South Omaha,,,(402) 738-9780,"Family-owned and operated cozy neighborhood joint serving corned beef and cabbage on the 17th of every month and puffy tacos every Monday. Specials give a nod to South Omaha's diverse inhabitants, including Polish offerings. Irish Community Mural on the building's facade makes it a destination for public art enthusiasts."
328,Doozy's Subs & Pizza Shop,Downtown / Old Market,"316 S 16th St, Omaha, NE 68102",,(402) 991-8274,"A downtown Omaha Italian joint offering pizza, subs, salads, pasta and daily lunch specials."
329,Dundee Double Shot,Central,"118 N 50th St, Omaha, NE 68132",info@dundeedoubleshot.com,(402) 556-6494,"When a coffeehouse claims to run ""on Love, Laughter, and a whole lot of Coffee,"" you know it's gotta be a cozy-comfy place. This Dundee spot features a menu with over 32 exclusive roasts, along with a variety of pastries, snacks, and drink selections. In addition to drinking in, enjoy your goods on their outdoor patio or grab something on-the-go through their drive-thru."
